,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
167,Color,Ang Lee,267,138,0,258,Regi Davis,820,132122995,Action|Sci-Fi,Kevin Rankin,HulkÎ_,212106,1814,Celia Weston,0,1980s|c 130 hercules|monster|panzer|san francisco california,1445,English,USA,pg13,137000000,2003,300,5.7,1.85,0
168,Color,Jon M. Chu,351,122,209,934,Dwayne Johnson,17000,122512052,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,G.I. Joe: RetaliationÎ_,146352,31958,Elodie Yung,6,general|gi joe|martial arts|ninja|president,288,English,USA,PG-13,130000000,2013,12000,5.8,2.35,42000
169,Color,Breck Eisner,163,124,42,848,Rainn Wilson,11000,68642452,Action|Adventure|Comedy|Thriller,Matthew McConaughey,SaharaÎ_,77673,13073,Delroy Lindo,3,beach|civil war|desert|dictator|ship,463,English,UK,PG-13,130000000,2005,973,6,2.35,0
170,Color,Hironobu Sakaguchi,166,106,6,422,Ming-Na Wen,12000,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,Final Fantasy: The Spirits WithinÎ_,72259,15015,Jean Simmons,1,general|military|scientist|soldier|year 2065,788,English,USA,PG-13,137000000,2001,2000,6.4,1.85,0
171,Color,Joe Johnston,510,124,394,2000,Dominic Cooper,11000,176636816,Action|Adventure|Sci-Fi,Chris Evans,Captain America: The First AvengerÎ_,508818,19761,Hayley Atwell,0,arctic|captain america|scientist|tesseract|war bond,679,English,USA,PG-13,140000000,2011,3000,6.9,2.35,46000
172,Color,Michael Apted,197,128,150,244,Maria Grazia Cucinotta,766,126930660,Action|Adventure|Thriller,Colin Salmon,The World Is Not EnoughÎ_,157519,2037,Desmond Llewelyn,2,british|oil|scientist|terrorist|tycoon,683,English,UK,PG-13,135000000,1999,536,6.4,2.35,2000
175,Color,George Miller,156,100,750,988,Brad Pitt,49000,63992328,Animation|Comedy|Family|Musical,Robin Williams,Happy Feet 2Î_,32399,62644,Common,0,3d|antarctica|krill|penguin|sequel,79,English,Australia,PG,135000000,2011,11000,5.9,2.35,0
177,Color,Steven Spielberg,252,117,14000,358,Penelope Wilton,535,52792307,Adventure|Family|Fantasy,Mark Rylance,The BFGÎ_,12572,1950,Rafe Spall,0,cannibal|evil brother|giant|london england|queen,106,English,UK,PG,140000000,2016,400,6.8,2.35,27000
179,Color,David Soren,166,96,13,463,Snoop Dogg,16000,83024900,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,TurboÎ_,62424,17416,Ben Schwartz,0,accident|freak accident|race|snail|underdog,90,English,USA,PG,135000000,2013,881,6.5,2.35,13000
180,Color,Gore Verbinski,362,107,563,939,Ray Winstone,40000,123207194,Adventure|Animation|Comedy|Family|Western,Johnny Depp,RangoÎ_,183208,43291,Stephen Root,0,chameleon|lizard|sheriff|water|western town,337,English,USA,PG,135000000,2011,1000,7.2,2.35,26000
181,Color,Eric Darnell,153,92,35,179,Annet Mahendru,19000,83348920,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,Penguins of MadagascarÎ_,60230,19963,Andy Richter,0,little girl|park|spy|statue of liberty|television van,118,English,USA,PG,132000000,2014,411,6.7,1.85,11000
183,Color,Mark Osborne,266,92,54,562,Wayne Knight,11000,215395021,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,Kung Fu PandaÎ_,307029,12754,Dan Fogler,0,kung fu|kung fu master|master|panda|snow leopard,360,English,USA,PG,130000000,2008,967,7.6,2.35,6000
187,Color,Tim Johnson,165,94,12,183,Matt Jones,17000,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,HomeÎ_,70121,17883,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,English,USA,PG,135000000,2015,523,6.7,1.85,26000
188,Color,Steven Spielberg,401,116,14000,807,Lisa Ann Walter,10000,234277056,Adventure|Sci-Fi|Thriller,Tom Cruise,War of the WorldsÎ_,334345,12758,Rick Gonzalez,0,alien|fight|storm|survival|tripod,2741,English,USA,PG-13,132000000,2005,1000,6.5,1.85,0
189,Color,Michael Bay,94,147,0,877,Henry Rollins,10000,138396624,Action|Comedy|Crime|Thriller,Will Smith,Bad Boys IIÎ_,178126,12954,Jordi Moll’_,1,cuba|dea|drugs|money|undercover,511,English,USA,r,130000000,2003,898,6.6,2.35,0
190,Color,Chris Miller,246,90,50,397,Constance Marie,4000,149234747,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,Puss in BootsÎ_,114287,5046,Amy Sedaris,0,betrayal|egg|friend|goose|hero,137,English,USA,PG,130000000,2011,442,6.7,2.35,16000
191,Color,Phillip Noyce,330,101,176,282,Andre Braugher,11000,118311368,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,SaltÎ_,245621,12406,August Diehl,1,cia|on the run|russian|russian spy|strong female lead,514,English,USA,PG-13,110000000,2010,702,6.4,2.35,23000
193,Color,Steven Spielberg,440,107,14000,845,Mackenzie Crook,2000,77564037,Action|Adventure|Family|Mystery,Toby Jones,The Adventures of TintinÎ_,177383,4631,Tony Curran,1,captain|morocco|ship|tintin|treasure,447,English,USA,PG,135000000,2011,871,7.4,2.35,44000
194,Color,Alfonso Cuar’_n,274,142,0,10000,Gary Oldman,11000,249358727,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Prisoner of AzkabanÎ_,382255,33284,Rupert Grint,3,magic|muggle|serial killer|traitor|wizard,1504,English,UK,PG,130000000,2004,10000,7.8,2.35,11000
195,Color,Baz Luhrmann,245,165,1000,165,Bryan Brown,309,49551662,Adventure|Drama|Romance|War,Essie Davis,AustraliaÎ_,102338,921,Eddie Baroo,0,australia|cattle|darwin|drover|japanese,450,English,Australia,PG-13,130000000,2008,284,6.6,2.35,0
196,Color,M. Night Shyamalan,349,100,0,894,Zo’â Kravitz,10000,60522097,Action|Adventure|Sci-Fi,Will Smith,After EarthÎ_,158720,14168,Glenn Morshower,0,box office flop|father son team|fear|race against time|real life father and son playing father and son,744,English,USA,PG-13,130000000,2013,943,4.9,2.35,37000
197,Color,Eric Leighton,145,82,0,388,D.B. Sweeney,1000,137748063,Adventure|Animation|Family|Thriller,Alfre Woodard,DinosaurÎ_,38438,2945,Della Reese,1,egg|iguanodon|lemur|meteor|nesting grounds,241,English,USA,PG,127500000,2000,558,6.5,1.85,0
199,Color,Shawn Levy,154,98,189,1000,Rami Malek,49000,113733726,Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the Museum: Secret of the TombÎ_,67223,53587,Steve Coogan,7,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,126,English,USA,PG,127000000,2014,3000,6.2,1.85,11000
200,Color,Tom McGrath,233,95,96,8000,Brad Pitt,24000,148337537,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,MegamindÎ_,172754,46120,Will Ferrell,3,battle|city|planet|prison|superhero,187,English,USA,PG,130000000,2010,11000,7.3,2.35,13000
201,Color,Chris Columbus,258,159,0,645,Fiona Shaw,11000,317557891,Adventure|Family|Fantasy,Daniel Radcliffe,Harry Potter and the Sorcerers StoneÎ_,444683,13191,Verne Troyer,4,based on novel|birthday|evil wizard|quidditch|wizard,1571,English,UK,pg,125000000,2001,687,7.5,2.35,16000
202,Color,Robert Schwentke,208,96,124,1000,Jeff Bridges,16000,33592415,Action|Comedy|Fantasy,Ryan Reynolds,R.I.P.D.Î_,91640,31549,Stephanie Szostak,2,drug dealer|gold|partner|police|undead,210,English,USA,PG-13,130000000,2013,12000,5.6,2.35,20000
207,Color,Ron Howard,294,174,2000,362,Seth Gabel,15000,217536138,Mystery|Thriller,Tom Hanks,The Da Vinci CodeÎ_,314253,16008,J’_rgen Prochnow,2,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,1966,English,USA,PG-13,125000000,2006,574,6.6,2.35,0
208,Color,Carlos Saldanha,159,101,107,56,Rachel Crow,688,131536019,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2Î_,58498,1031,Jeffrey Garcia,0,amazon|bird|father in law|jungle|no opening credits,99,English,USA,G,103000000,2014,237,6.4,2.35,0
209,Color,Bryan Singer,289,134,0,346,Bruce Davison,20000,214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men 2Î_,405973,20952,Aaron Stanford,4,mutant|prison|professor|school|x men,1055,English,Canada,PG-13,110000000,2003,505,7.5,2.35,0
211,Color,Guy Ritchie,382,129,0,154,Eddie Marsan,21000,186830669,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,Sherlock Holmes: A Game of ShadowsÎ_,338635,22403,Paul Anderson,2,factory|gypsy|investigation|sherlock holmes|train,412,English,USA,PG-13,125000000,2011,979,7.5,2.35,39000
212,Color,Louis Leterrier,344,106,255,850,Jason Flemyng,14000,163192114,Action|Adventure|Fantasy,Liam Neeson,Clash of the TitansÎ_,229679,18003,Alexa Davalos,0,famous line|hand to hand combat|kraken|rape|zeus,637,English,USA,PG-13,125000000,2010,1000,5.8,2.35,15000
213,Color,Paul Verhoeven,196,113,719,217,Rachel Ticotin,605,119412921,Action|Sci-Fi,Ronny Cox,Total RecallÎ_,240241,1441,Marshall Bell,0,ambiguous ending|false memory|implanted memory|memory|space colony,391,English,USA,R,65000000,1990,308,7.5,1.85,0
214,Color,John McTiernan,85,102,323,241,Vladimir Kulich,845,32694788,Action|Adventure|History,Tony Curran,The 13th WarriorÎ_,101411,1815,Clive Russell,1,arab|battle|combat|viking|warrior,546,English,USA,R,85000000,1999,372,6.6,2.35,0
215,Color,Tony Gilroy,436,135,209,602,Scott Glenn,10000,113165635,Action|Adventure|Thriller,Jeremy Renner,The Bourne LegacyÎ_,229823,12175,Stacy Keach,0,assassin|cia|drone|pill|wolf,504,English,USA,PG-13,125000000,2012,826,6.7,2.35,31000
217,Color,Ron Howard,175,110,2000,636,T.J. Thyne,1000,260031035,Comedy|Family|Fantasy,Clint Howard,How the Grinch Stole ChristmasÎ_,141414,4146,Molly Shannon,0,box office hit|christmas|materialism|public humiliation|snowflake,482,English,USA,PG,123000000,2000,722,6,1.85,0
218,Color,Roland Emmerich,239,124,776,812,Dennis Quaid,15000,186739919,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,The Day After TomorrowÎ_,333248,20553,Sela Ward,0,climate|end of the world|global warming|natural disaster|weather,1159,English,USA,PG-13,125000000,2004,2000,6.4,2.35,19000
219,Color,John Woo,237,123,610,653,Dougray Scott,10000,215397307,Action|Adventure|Thriller,Tom Cruise,Mission: Impossible IIÎ_,242188,11930,Richard Roxburgh,0,cure|mission|terrorist|thief|virus,1426,English,USA,PG-13,125000000,2000,794,6.1,2.35,0
220,Color,Wolfgang Petersen,231,130,249,461,Mary Elizabeth Mastrantonio,784,182618434,Action|Adventure|Drama|Thriller,Karen Allen,The Perfect StormÎ_,133076,2684,Bob Gunton,0,death|fish|fishing|sea|storm,779,English,USA,PG-13,140000000,2000,638,6.4,2.35,0
221,Color,Tim Story,262,92,167,702,Ioan Gruffudd,11000,131920333,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver SurferÎ_,213275,15302,Andre Braugher,3,fantastic four|space|strong female character|strong female lead|superheroine,436,English,USA,PG,130000000,2007,2000,5.6,2.35,0
223,Color,Mark Steven Johnson,276,123,160,402,Matt Long,12000,115802596,Action|Fantasy|Thriller,Nicolas Cage,Ghost RiderÎ_,182661,14017,Peter Fonda,1,blackheart|devil|father|ghost|mephistopheles,681,English,USA,PG-13,110000000,2007,701,5.2,2.35,0
224,Color,Paul Greengrass,267,123,521,265,Riz Ahmed,13000,108521835,Action|Thriller,Matt Damon,Jason BourneÎ_,40123,13752,Ato Essandoh,0,black ops|chase|cia|cia agent|repeated scene,297,English,UK,PG-13,120000000,2016,365,7.1,2.35,31000
225,Color,McG,102,107,368,1000,Bernie Mac,2000,100685880,Action|Adventure|Comedy|Crime,Demi Moore,Charlies Angels: Full ThrottleÎ_,100821,4046,Justin Theroux,0,fbi|murder|ring|witness protection|witness protection program,554,English,USA,PG-13,120000000,2003,1000,4.8,2.35,0
227,Color,Rob Minkoff,71,77,50,537,Brad Garrett,886,64736114,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,Stuart Little 2Î_,36471,2682,Melanie Griffith,0,anthropomorphic mouse|falcon|marshmallow|second part|soccer,69,English,USA,PG,120000000,2002,799,5.4,1.85,459
231,Color,Lana Wachowski,284,135,0,87,Kick Gurry,690,43929341,Action|Family|Sport,Scott Porter,Speed RacerÎ_,57873,902,Nicholas Elia,0,based on anime|based on cartoon|gadget car|racer|speed,414,English,USA,PG,120000000,2008,107,6.1,2.35,0
232,Color,James L. Brooks,168,121,274,157,Domenick Lombardozzi,273,30212620,Comedy|Drama|Romance,Shelley Conn,How Do You KnowÎ_,35066,993,Teyonah Parris,4,embarrassment|falling in love|love|love triangle|revelation,196,English,USA,PG-13,120000000,2010,216,5.3,1.85,0
233,Color,James Mangold,283,117,446,877,Marc Blucas,10000,76418654,Action|Comedy|Romance,Tom Cruise,Knight and DayÎ_,148280,12731,Jordi Moll’_,0,chase|fbi|garage|spy|surveillance,348,English,USA,PG-13,117000000,2010,973,6.3,2.35,11000
235,Color,George Lucas,359,140,0,4000,Christopher Lee,20000,380262555,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode III - Revenge of the SithÎ_,520104,44042,Hayden Christensen,4,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,3286,English,USA,PG-13,113000000,2005,16000,7.6,2.35,10000
236,Color,George Lucas,284,142,0,4000,Christopher Lee,20000,310675583,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode II - Attack of the ClonesÎ_,464310,42990,Hayden Christensen,3,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,3516,English,USA,PG,115000000,2002,16000,6.7,1.78,0
239,Color,George Lucas,320,136,0,1000,Liam Neeson,20000,474544677,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom MenaceÎ_,534658,37723,Ian McDiarmid,1,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,3597,English,USA,PG,115000000,1999,14000,6.5,2.35,13000
240,Color,Kirk De Micco,257,98,16,12000,Emma Stone,16000,187165546,Adventure|Animation|Comedy|Family|Fantasy,Ryan Reynolds,The CroodsÎ_,150618,43286,Nicolas Cage,3,cave|caveman|journey|strict father|survival,195,English,USA,PG,135000000,2013,15000,7.3,2.35,28000
242,Color,John Woo,152,153,610,617,Roger Willie,12000,40911830,Action|Drama|War,Nicolas Cage,WindtalkersÎ_,55994,15046,Noah Emmerich,0,code|duty|steel helmet|u.s. marine|u.s. soldier,454,English,USA,R,115000000,2002,836,6,2.35,0
243,Color,Cedric Nicolas-Troyan,231,120,19,9000,Sam Claflin,26000,47952020,Action|Adventure|Drama|Fantasy,Chris Hemsworth,The Huntsman: Winters WarÎ_,37750,46719,Charlize Theron,2,based on fairy tale|dark fantasy|fairy tale|second part|sequel,134,English,USA,PG-13,115000000,2016,11000,6.1,2.35,16000
246,Color,Roger Donaldson,93,108,79,268,Grant Heslov,650,67155742,Action|Adventure|Thriller,Jamie Ren’©e Smith,Dantes PeakÎ_,62271,1569,Tzi Ma,1,ash|escape|lava|mayor|volcano,277,English,USA,PG-13,116000000,1997,293,5.8,2.35,0
249,Color,Shawn Levy,179,108,189,1000,Rami Malek,49000,250863268,Action|Adventure|Comedy|Family|Fantasy,Robin Williams,Night at the MuseumÎ_,234480,55486,Steve Coogan,2,chaos|museum|museum of natural history|night watchman|watchman,444,English,USA,PG,110000000,2006,3000,6.4,1.85,3000
251,Color,Roger Spottiswoode,160,119,55,387,Colin Salmon,811,125332007,Action|Adventure|Thriller,Vincent Schiavelli,Tomorrow Never DiesÎ_,149680,2958,Joe Don Baker,3,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three,328,English,UK,PG-13,110000000,1997,766,6.5,2.35,0
252,Color,Roland Emmerich,192,142,776,1000,Adam Baldwin,13000,113330342,Action|Drama|History|War,Heath Ledger,The PatriotÎ_,207613,19454,Tom Wilkinson,1,american revolution|british|french|hero|standoff,1144,English,USA,R,110000000,2000,2000,7.1,2.35,4000
253,Color,Steven Soderbergh,198,125,0,350,Julia Roberts,11000,125531634,Crime|Thriller,Brad Pitt,Oceans TwelveÎ_,284852,19359,Mini Anden,0,father daughter relationship|heist|pretending to be pregnant|sequel|thief,627,English,USA,PG-13,110000000,2004,8000,6.4,2.35,0
254,Color,Doug Liman,233,126,218,322,Angelina Jolie Pitt,11000,186336103,Action|Comedy|Crime|Romance|Thriller,Brad Pitt,Mr. & Mrs. SmithÎ_,348861,22722,Stephanie March,2,assassin|marriage|secret agent|suburb|target,798,English,USA,PG-13,120000000,2005,11000,6.5,2.35,0
255,Color,Robert Schwentke,263,119,124,1000,Theo James,14000,129995817,Adventure|Sci-Fi|Thriller,Kate Winslet,InsurgentÎ_,154621,22622,Mekhi Phifer,0,action heroine|falling from height|mind control|trainhopping|truth serum,258,English,USA,PG-13,110000000,2015,5000,6.3,2.35,27000
256, Black and White,Martin Scorsese,267,170,17000,827,Adam Scott,29000,102608827,Biography|Drama,Leonardo DiCaprio,The AviatorÎ_,264318,34582,Frances Conroy,0,1920s|aviation|fight|spruce goose|test flight,799,English,USA,PG-13,110000000,2004,3000,7.5,2.35,0
257,Color,Rob Letterman,184,85,11,116,Catherine Tate,480,42776259,Adventure|Comedy|Family|Fantasy,James Corden,Gullivers TravelsÎ_,53160,1173,Olly Alexander,1,bermuda triangle|box office hit|shipwrecked|travel|travel writer,121,English,USA,PG,112000000,2010,392,4.9,2.35,0
258,Color,Michel Gondry,447,119,1000,741,Tom Wilkinson,11000,98780042,Action|Comedy|Crime|Sci-Fi|Thriller,Christoph Waltz,The Green HornetÎ_,136019,13391,Chad L. Coleman,0,heir|kung fu|party|playboy|superhero,443,English,USA,PG-13,120000000,2011,1000,5.8,2.35,14000
260,Color,Raja Gosnell,172,103,67,111,Tim Gunn,383,142614158,Adventure|Animation|Comedy|Family|Fantasy,Mahadeo Shivraj,The SmurfsÎ_,66593,692,Madison McKinley,3,blue|new york|new york city|no opening credits|smurf,153,English,USA,PG,110000000,2011,113,5.5,1.78,31000
261,Color,Will Finn,104,76,6,421,Roseanne Barr,12000,50026353,Animation|Comedy|Family|Music|Western,Steve Buscemi,Home on the RangeÎ_,13581,13607,G.W. Bailey,0,cattle|cow|dairy farm|farm|rustler,88,English,USA,PG,110000000,2004,513,5.4,1.78,304
262,Color,Robert Schwentke,181,120,124,943,Theo James,6000,66002193,Action|Adventure|Mystery|Sci-Fi|Thriller,Naomi Watts,AllegiantÎ_,44296,12452,Zo’â Kravitz,3,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,144,English,USA,PG-13,110000000,2016,5000,5.8,2.35,12000
263,Color,Shawn Levy,327,127,189,544,Torey Michael Adkins,20000,85463309,Action|Drama|Sci-Fi|Sport,Hugh Jackman,Real SteelÎ_,254841,22254,Olga Fonda,1,arena|boxing|boxing movie|robot|robot battle,426,English,USA,PG-13,110000000,2011,929,7.1,2.35,36000
264,Color,Raja Gosnell,125,105,67,40,Nancy ODell,681,71017784,Adventure|Animation|Comedy|Family|Fantasy,Jacob Tremblay,The Smurfs 2Î_,27257,914,Vanessa Matsui,3,based on cartoon|box office hit|no opening credits|sequel|smurf,59,English,USA,PG,105000000,2013,71,5.4,1.85,0
267,Color,Len Wiseman,354,129,235,297,Jonathan Sadowski,13000,134520804,Action|Adventure|Thriller,Bruce Willis,Live Free or Die HardÎ_,336235,13961,Cyril Raffaelli,1,fbi|hacker|independence day|police|terrorist,782,English,USA,PG-13,110000000,2007,300,7.2,2.35,0
269,Color,Frank Coraci,188,120,153,447,Steve Coogan,1000,24004159,Action|Adventure|Comedy,Jim Broadbent,Around the World in 80 DaysÎ_,68720,3175,C’©cile De France,0,19th century|around the world|inventor|martial arts|train,191,English,USA,PG,110000000,2004,1000,5.8,2.35,0
270, Black and White,Michael Mann,174,165,0,780,Jada Pinkett Smith,10000,58183966,Biography|Drama|Sport,Will Smith,AliÎ_,79186,14196,Joe Morton,1,african american protagonist|african americans|boxing gym|gym|rumble in the jungle,386,English,USA,R,107000000,2001,851,6.8,2.35,0
272,Color,Alex Proyas,225,115,295,466,Bruce Greenwood,10000,144795350,Action|Mystery|Sci-Fi|Thriller,Will Smith,"I, RobotÎ_",387632,12068,Chi McBride,1,humanoid robot|man versus machine|prosthetic limb|robot as pathos|robot vs. robot,789,English,USA,PG-13,120000000,2004,981,7.1,2.35,0
273,Color,Ridley Scott,239,194,0,195,Orlando Bloom,14000,47396698,Action|Adventure|Drama|History|War,Liam Neeson,Kingdom of HeavenÎ_,217373,19600,Philip Glenister,1,12th century|crusader|jerusalem|knight|medieval times,942,English,USA,R,130000000,2005,5000,7.2,2.35,0
274,Color,Rob Minkoff,101,84,50,692,Nathan Lane,979,140015224,Adventure|Comedy|Family|Fantasy,Chazz Palminteri,Stuart LittleÎ_,94172,3382,Jeffrey Jones,0,box office hit|cat|first part|mouse|orphanage,179,English,Germany,PG,133000000,1999,886,5.9,1.85,0
275,Color,Ron Clements,228,97,63,525,Jenifer Lewis,852,104374107,Animation|Family|Fantasy|Musical|Romance,Oprah Winfrey,The Princess and the FrogÎ_,89351,2480,Anika Noni Rose,0,amphibian|dream|frog|frog prince|waitress,214,English,USA,G,105000000,2009,578,7.1,1.85,5000
278,Color,Michael Bay,257,136,0,3000,Steve Buscemi,19000,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,Scarlett Johansson,The IslandÎ_,263329,34839,Djimon Hounsou,1,clone|environment|escape|island|lottery,899,English,USA,PG-13,126000000,2005,12000,6.9,2.35,0
280,Color,Dominic Sena,175,127,57,3000,Angelina Jolie Pitt,12000,101643008,Action|Crime|Thriller,Nicolas Cage,Gone in Sixty SecondsÎ_,218341,29069,Robert Duvall,1,auto theft|brother|car|theft|thief,498,English,USA,PG-13,90000000,2000,11000,6.5,2.35,0
282,Color,Steven Spielberg,252,145,14000,533,Frank Grillo,10000,132014112,Action|Mystery|Sci-Fi|Thriller,Tom Cruise,Minority ReportÎ_,399651,12546,Jessica Capshaw,0,future|murder|neo noir|washington d.c.|year 2054,1331,English,USA,PG-13,102000000,2002,798,7.7,2.35,0
283,Color,Chris Columbus,232,174,0,9000,Rupert Grint,11000,261970615,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,Harry Potter and the Chamber of SecretsÎ_,387616,35672,Emma Watson,1,bildungsroman|flying broom|invisibility cloak|monster|wizardry,858,English,UK,PG,100000000,2002,10000,7.4,2.35,0
285,Color,Tim Burton,230,119,13000,567,Estella Warren,1000,180011740,Action|Adventure|Sci-Fi|Thriller,Cary-Hiroyuki Tagawa,Planet of the ApesÎ_,177725,2776,Erick Avari,0,astronaut|cage|planet|wilhelm scream|year 2029,1368,English,USA,PG-13,100000000,2001,658,5.7,2.35,0
287,Color,Michael Mann,357,140,0,1000,Christian Bale,40000,97030725,Biography|Crime|Drama|History|Romance,Johnny Depp,Public EnemiesÎ_,230931,64599,Stephen Graham,1,1930s|bank|celebrity criminal|fbi|public enemy number one,585,English,USA,R,100000000,2009,23000,7,2.35,0
