id,last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,salary,IT,accounting,customer_support,hr,management,marketing,product_mng,product_support,rd,research,sales,support,technical,current_satisfaction_score,left_company
8942,66.0,3.0,225.0,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0,no
8953,80.0,3.0,222.0,3.0,103000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.0,no
9021,70.0,3.0,159.0,3.0,58000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,no
9103,59.0,4.0,140.0,3.0,144000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.0,no
9166,51.0,3.0,160.0,3.0,129000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,72.0,no
9215,56.0,3.0,146.0,3.0,69000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.0,no
9248,77.0,3.0,144.0,3.0,138000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0,no
9283,70.0,3.0,256.0,4.0,122000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.0,no
9305,51.0,3.0,222.0,3.0,124000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.0,no
9388,63.0,3.0,231.0,3.0,68000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.0,no
9464,91.0,4.0,246.0,3.0,116000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.0,no
9643,77.0,3.0,190.0,3.0,64000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,no
9686,73.0,4.0,174.0,3.0,109000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.0,no
9769,57.0,3.0,242.0,3.0,56000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,63.0,no
9850,78.0,4.0,244.0,4.0,128000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,61.0,no
9867,93.0,3.0,260.0,3.0,66000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,no
9955,63.0,3.0,227.0,3.0,131000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,67.0,no
9968,51.0,4.0,177.0,3.0,58000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.0,no
9999,58.0,4.0,202.0,3.0,124000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.0,no
10009,78.0,4.0,241.0,4.0,103000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.0,no
10026,51.0,4.0,233.0,3.0,61000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,no
10063,62.0,3.0,180.0,3.0,68000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0,no
10073,84.0,3.0,237.0,3.0,63000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0,no
10101,67.0,3.0,178.0,3.0,69000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,80.0,no
10121,77.0,3.0,202.0,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.0,no
10277,61.0,4.0,145.0,4.0,70000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.0,no
10348,65.0,4.0,221.0,3.0,68000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,no
10475,54.0,4.0,247.0,3.0,132000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.0,no
10527,59.0,4.0,155.0,3.0,146000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,74.0,no
10598,64.0,4.0,210.0,3.0,106000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,83.0,no
10696,89.0,4.0,213.0,3.0,116000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,no
10711,75.0,4.0,224.0,3.0,135000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,no
10762,73.0,4.0,226.0,3.0,105000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.0,no
10774,61.0,4.0,151.0,4.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.0,no
10778,80.0,4.0,256.0,4.0,125000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.0,no
10849,79.0,3.0,200.0,4.0,111000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.0,no
10852,51.0,3.0,234.0,3.0,73000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.0,no
10854,90.0,3.0,193.0,3.0,110000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.0,no
10865,90.0,3.0,151.0,3.0,127000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.0,no
10942,85.0,3.0,253.0,3.0,134000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,no
11049,58.0,3.0,140.0,3.0,137000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.0,no
11146,60.0,3.0,265.0,4.0,60000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,no
11154,75.0,4.0,266.0,3.0,108000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.0,no
11158,63.0,3.0,156.0,3.0,121000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.0,no
11226,74.0,4.0,157.0,4.0,65000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0,no
11241,82.0,4.0,198.0,4.0,71000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,no
11250,61.0,4.0,223.0,3.0,136000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.0,no
11361,58.0,4.0,258.0,3.0,137000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.0,no
11610,94.0,4.0,175.0,3.0,100000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.0,no
11721,74.0,3.0,193.0,3.0,129000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,no
11743,93.0,3.0,204.0,4.0,73000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,74.0,no
11788,52.0,3.0,260.0,3.0,74000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.0,no
11818,54.0,4.0,211.0,3.0,111000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.0,no
11844,67.0,4.0,233.0,3.0,141000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,no
11861,77.0,4.0,239.0,3.0,118000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0,no
11964,75.0,4.0,235.0,3.0,136000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.0,no
11980,71.0,3.0,150.0,3.0,141000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,82.0,no
12119,59.0,3.0,145.0,3.0,137000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.0,no
12170,71.0,3.0,160.0,3.0,135000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.0,no
12202,90.0,3.0,263.0,3.0,134000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.0,no
12222,56.0,4.0,260.0,3.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.0,yes
12234,73.0,4.0,182.0,3.0,130000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.0,no
12264,77.0,4.0,194.0,3.0,129000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.0,no
12481,51.0,4.0,213.0,3.0,136000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,no
12507,82.0,3.0,145.0,3.0,136000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,91.0,no
12540,81.0,3.0,174.0,3.0,61000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0,no
12554,68.0,3.0,202.0,3.0,66000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0,no
12651,60.0,3.0,186.0,3.0,112000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,84.0,no
12716,68.0,3.0,257.0,3.0,74000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.0,no
12837,80.0,4.0,158.0,4.0,121000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.0,no
12840,66.0,4.0,252.0,3.0,127000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.0,no
12928,84.0,4.0,184.0,3.0,126000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.0,no
12937,69.0,3.0,144.0,3.0,141000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,no
13029,53.0,3.0,141.0,3.0,60000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.0,no
13047,59.0,4.0,218.0,3.0,68000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.0,no
13096,82.0,3.0,178.0,3.0,61000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0,no
13162,68.0,3.0,150.0,3.0,69000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,no
13176,86.0,3.0,196.0,4.0,60000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,no
13251,90.0,4.0,232.0,3.0,63000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.0,no
13325,67.0,3.0,244.0,3.0,69000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,no
13623,53.0,3.0,211.0,4.0,68000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0,no
13679,73.0,4.0,146.0,3.0,62000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.0,no
13737,63.0,4.0,148.0,3.0,72000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,68.0,no
13745,64.0,3.0,203.0,4.0,127000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.0,no
13829,62.0,4.0,210.0,4.0,116000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.0,no
14035,56.0,4.0,190.0,3.0,67000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,no
14063,87.0,4.0,184.0,4.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,72.0,no
14135,77.0,3.0,166.0,3.0,134000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,no
14306,94.0,4.0,216.0,4.0,120000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,79.0,no
14385,91.0,4.0,253.0,3.0,57000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.0,no
14437,89.0,4.0,139.0,3.0,129000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,66.0,no
14479,94.0,4.0,202.0,3.0,72000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.0,no
14525,59.0,3.0,173.0,3.0,62000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.0,no
14561,63.0,4.0,156.0,3.0,62000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.0,no
14628,79.0,4.0,241.0,4.0,144000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.0,no
14691,76.0,4.0,202.0,3.0,66000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.0,no
14727,73.0,3.0,159.0,3.0,118000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.0,no
14849,90.0,4.0,156.0,4.0,141000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.0,no
14850,61.0,3.0,251.0,3.0,122000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,48.0,no
14903,55.0,3.0,177.0,3.0,66000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0,no
14972,72.0,3.0,182.0,3.0,135000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0,no
14992,72.0,3.0,148.0,4.0,142000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.0,no
15108,55.0,3.0,233.0,3.0,111000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.0,no
15166,52.0,3.0,224.0,3.0,72000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0,no
15247,56.0,3.0,198.0,3.0,115000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.0,no
15325,92.0,3.0,199.0,3.0,109000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.0,no
15353,88.0,4.0,173.0,3.0,124000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0,no
15371,83.0,4.0,235.0,3.0,73000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.0,no
15446,66.0,3.0,186.0,3.0,109000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0,no
15483,51.0,4.0,141.0,3.0,119000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.0,no
15744,87.0,3.0,155.0,3.0,131000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.0,no
15761,56.0,3.0,159.0,3.0,126000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.0,no
15870,91.0,3.0,151.0,3.0,101000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.0,no
15969,72.0,3.0,149.0,3.0,141000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.0,no
15990,53.0,3.0,215.0,3.0,65000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,90.0,no
15997,69.0,3.0,155.0,3.0,123000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0,no
16075,61.0,3.0,243.0,3.0,127000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0,no
16130,93.0,3.0,225.0,4.0,58000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.0,no
16341,85.0,3.0,244.0,3.0,145000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0,no
16344,72.0,4.0,258.0,3.0,144000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.0,no
16435,53.0,3.0,147.0,3.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.0,no
16443,52.0,4.0,190.0,3.0,104000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,60.0,no
16475,57.0,4.0,231.0,4.0,108000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,87.0,no
16643,93.0,3.0,209.0,3.0,127000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,90.0,no
16686,62.0,4.0,258.0,3.0,134000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,no
16777,61.0,3.0,260.0,3.0,66000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.0,no
16830,66.0,3.0,163.0,3.0,112000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,49.0,no
16871,63.0,3.0,241.0,3.0,119000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,67.0,no
16892,82.0,3.0,265.0,3.0,102000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,no
16920,65.0,3.0,156.0,4.0,115000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.0,no
16965,51.0,4.0,189.0,3.0,74000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.0,no
17016,74.0,3.0,209.0,3.0,145000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,87.0,no
17047,78.0,4.0,159.0,3.0,64000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,81.0,no
17073,56.0,4.0,227.0,3.0,64000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.0,no
17132,68.0,4.0,225.0,3.0,67000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.0,no
17225,70.0,4.0,243.0,3.0,61000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,61.0,no
17241,90.0,4.0,163.0,3.0,73000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,77.0,no
17298,79.0,4.0,139.0,3.0,67000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,no
17410,63.0,3.0,148.0,4.0,109000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.0,no
17431,53.0,3.0,188.0,3.0,59000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.0,no
17448,80.0,3.0,162.0,3.0,100000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,82.0,no
17474,88.0,3.0,158.0,3.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0,no
17482,84.0,3.0,239.0,3.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.0,no
17526,79.0,3.0,247.0,3.0,74000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.0,no
17683,59.0,3.0,174.0,3.0,61000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0,no
17694,79.0,3.0,157.0,4.0,115000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.0,no
17719,56.0,3.0,203.0,3.0,61000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,74.0,no
17773,54.0,4.0,172.0,4.0,121000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,90.0,no
17814,89.0,4.0,173.0,4.0,74000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,66.0,no
17906,80.0,3.0,156.0,3.0,129000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.0,no
17918,74.0,3.0,193.0,3.0,116000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,no
17939,75.0,3.0,255.0,4.0,117000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.0,no
17959,75.0,3.0,240.0,3.0,116000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.0,no
17961,62.0,4.0,186.0,3.0,66000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.0,no
18073,79.0,4.0,145.0,3.0,103000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.0,no
18099,66.0,3.0,257.0,3.0,74000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,74.0,no
18254,64.0,4.0,192.0,3.0,71000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,77.0,no
18412,89.0,4.0,246.0,3.0,107000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.0,no
18486,76.0,4.0,257.0,3.0,106000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.0,no
18692,77.0,3.0,185.0,3.0,138000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.0,no
18797,63.0,4.0,213.0,3.0,145000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.0,no
18807,70.0,3.0,149.0,3.0,67000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.0,no
18887,71.0,3.0,231.0,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.0,no
18984,83.0,4.0,259.0,3.0,60000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,81.0,no
18993,62.0,3.0,218.0,3.0,144000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.0,no
19024,85.0,3.0,166.0,3.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.0,no
19100,64.0,4.0,188.0,3.0,70000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.0,no
19280,74.0,3.0,234.0,3.0,124000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,84.0,no
19299,86.0,3.0,199.0,3.0,124000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,no
19461,74.0,3.0,228.0,3.0,108000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.0,no
19468,60.0,4.0,140.0,3.0,124000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.0,no
19496,59.0,4.0,179.0,3.0,64000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0,no
19519,90.0,4.0,153.0,3.0,58000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.0,no
19529,62.0,3.0,144.0,3.0,57000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.0,no
19549,56.0,4.0,176.0,3.0,120000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,61.0,no
19569,68.0,3.0,162.0,4.0,57000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0,no
19678,62.0,4.0,190.0,3.0,136000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,76.0,no
19697,69.0,3.0,172.0,3.0,56000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,71.0,no
19752,60.0,4.0,147.0,3.0,61000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.0,no
19838,81.0,4.0,148.0,4.0,63000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,66.0,no
19850,85.0,3.0,248.0,3.0,121000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,91.0,no
19864,74.0,4.0,155.0,3.0,137000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.0,no
19909,81.0,4.0,188.0,3.0,72000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0,no
19995,84.0,4.0,237.0,3.0,144000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,no
20066,89.0,4.0,146.0,3.0,68000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,64.0,no
20188,87.0,4.0,181.0,3.0,108000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0,no
20239,76.0,4.0,140.0,3.0,65000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.0,no
20260,70.0,4.0,168.0,3.0,118000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.0,no
