id,left_company
11281,no
11292,no
11297,no
11307,no
11324,no
11338,no
11352,no
11361,no
11377,no
11393,no
11404,no
11417,no
11419,no
11424,no
11438,no
11459,no
11465,no
11475,no
11490,no
11503,no
11513,no
11529,no
11543,no
11565,no
11575,no
11587,no
11597,no
11609,no
11610,no
11622,no
11636,no
11650,no
11654,no
11658,no
11674,no
11695,no
11702,no
11715,no
11721,no
11726,no
11743,no
11750,no
11753,no
11768,no
11788,no
11807,no
11818,no
11844,no
11861,no
11899,no
11917,no
11920,no
11930,no
11942,no
11949,no
11964,no
11980,no
12012,no
12022,no
12032,no
12037,no
12065,no
12067,no
12084,no
12095,no
12096,no
12105,no
12110,no
12119,no
12136,no
12142,no
12165,no
12170,no
12186,no
12197,no
12202,no
12203,no
12234,no
12242,no
12248,no
12264,no
12271,no
12272,no
12279,no
12291,no
12304,no
12321,no
12333,no
12355,no
12360,no
12375,no
12379,no
12410,no
12418,no
12423,no
12433,no
12444,no
12448,no
12462,no
12477,no
12481,no
12491,no
12501,no
12506,no
12507,no
12527,no
12540,no
12554,no
12565,no
12580,no
12594,no
12607,no
12622,no
12643,no
12651,no
12655,no
12664,no
12677,no
12691,no
12697,no
12702,no
12713,no
12716,no
12733,no
12735,no
12746,no
12753,no
12763,no
12774,no
12789,no
12801,no
12812,no
12837,no
12840,no
12858,no
12861,no
12883,no
12899,no
12911,no
12928,no
12937,no
12946,no
12957,no
12973,no
12977,no
12987,no
12989,no
13002,no
13014,no
13022,no
13029,no
13033,no
13036,no
13047,no
13072,no
13084,no
13088,no
13096,no
13107,no
13115,no
13123,no
13137,no
13146,no
13162,no
13172,no
13176,no
13186,no
13198,no
13209,no
13222,no
13224,no
13236,no
13237,no
13242,no
13251,no
13263,no
13276,no
13278,no
13294,no
13298,no
13299,no
13302,no
13325,no
13326,no
13329,no
13332,no
13363,no
13389,no
13392,no
13405,no
13410,no
13424,no
13432,no
13452,no
13462,no
13478,no
13486,no
13493,no
13495,no
13506,no
13515,no
13528,no
13533,no
13568,no
13575,no
13589,no
13606,no
13623,no
13640,no
13679,no
13702,no
13705,no
13720,no
13737,no
13745,no
13753,no
13762,no
13775,no
13776,no
13781,no
13796,no
13805,no
13829,no
13832,no
13836,no
13844,no
13858,no
13863,no
13902,no
13919,no
13927,no
13944,no
13953,no
13959,no
13968,no
13989,no
14004,no
14018,no
14035,no
14040,no
14052,no
14063,no
14106,no
14129,no
14135,no
14147,no
14181,no
14193,no
14233,no
14236,no
14245,no
14247,no
14266,no
14281,no
14293,no
14306,no
14323,no
14335,no
14358,no
14364,no
14374,no
14385,no
14398,no
14402,no
14422,no
14437,no
14451,no
14464,no
14479,no
14486,no
14505,no
14511,no
14525,no
14527,no
14533,no
14541,no
14543,no
14547,no
14557,no
14561,no
14576,no
14585,no
14601,no
14602,no
14607,no
14616,no
14628,no
14645,no
14660,no
14669,no
14676,no
14691,no
14708,no
14709,no
14727,no
14742,no
14757,no
14786,no
14797,no
14809,no
14822,no
14832,no
14837,no
14849,no
14850,no
14864,no
14882,no
14883,no
14897,no
14902,no
14903,no
14908,no
14912,no
14917,no
14931,no
14933,no
14944,no
14972,no
14985,no
14987,no
14992,no
14995,no
15010,no
15019,no
15028,no
15049,no
15069,no
15082,no
15097,no
15099,no
15108,no
15119,no
15134,no
15148,no
15152,no
15166,no
15172,no
15186,no
15188,no
15191,no
15195,no
15211,no
15226,no
15234,no
15240,no
15247,no
15280,no
15297,no
15313,no
15315,no
15325,no
15338,no
15353,no
15367,no
15371,no
15382,no
15399,no
15418,no
15424,no
15426,no
15437,no
15446,no
15455,no
15468,no
15483,no
15489,no
15503,no
15512,no
15523,no
15557,no
15574,no
15631,no
15643,no
15645,no
15657,no
15664,no
15672,no
15679,no
15692,no
15707,no
15715,no
15731,no
15744,no
15751,no
15761,no
15768,no
15772,no
15806,no
15816,no
15829,no
15846,no
15870,no
15887,no
15897,no
15898,no
15903,no
15915,no
15932,no
15945,no
15956,no
15969,no
15990,no
15997,no
16006,no
16030,no
16045,no
16075,no
16094,no
16104,no
16118,no
16130,no
16141,no
16168,no
16172,no
16177,no
16183,no
16198,no
16208,no
16236,no
16239,no
16240,no
16251,no
16253,no
16269,no
16277,no
16287,no
16298,no
16315,no
16323,no
16329,no
16339,no
16341,no
16344,no
16354,no
16369,no
16384,no
16398,no
16401,no
16418,no
16427,no
16435,no
16443,no
16450,no
16451,no
16453,no
16468,no
16475,no
16482,no
16490,no
16519,no
16534,no
16543,no
16554,no
16575,no
16595,no
16611,no
16624,no
16629,no
16635,no
16643,no
16654,no
16657,no
16668,no
16677,no
16686,no
16687,no
16702,no
16724,no
16731,no
16744,no
16754,no
16760,no
16772,no
16777,no
16794,no
16830,no
16838,no
16844,no
16868,no
16871,no
16876,no
16889,no
16892,no
16896,no
16906,no
16920,no
16937,no
16965,no
16982,no
17002,no
17016,no
17033,no
17047,no
17073,no
17079,no
17093,no
17120,no
17132,no
17149,no
17152,no
17160,no
17163,no
17180,no
17191,no
17206,no
17225,no
17233,no
17241,no
17249,no
17271,no
17282,no
17288,no
17292,no
17295,no
17298,no
17313,no
17328,no
17341,no
17348,no
17361,no
17378,no
17390,no
17410,no
17422,no
17426,no
17431,no
17448,no
17458,no
17460,no
17464,no
17474,no
17482,no
17490,no
17526,no
17535,no
17545,no
17574,no
17579,no
17580,no
17589,no
17604,no
17626,no
17637,no
17683,no
17694,no
17701,no
17719,no
17733,no
17742,no
17746,no
17762,no
17763,no
17773,no
17786,no
17795,no
17801,no
17809,no
17814,no
17815,no
17842,no
17847,no
17870,no
17883,no
17906,no
17918,no
17928,no
17939,no
17944,no
17955,no
17959,no
17961,no
17976,no
17982,no
17998,no
18010,no
18027,no
18038,no
18048,no
18062,no
18067,no
18072,no
18073,no
18083,no
18099,no
18120,no
18149,no
18161,no
18164,no
18173,no
18199,no
18224,no
18237,no
18246,no
18254,no
18269,no
18276,no
18304,no
18337,no
18348,no
18361,no
18371,no
18388,no
18402,no
18403,no
18412,no
18446,no
18447,no
18457,no
18485,no
18486,no
18496,no
18508,no
18511,no
18536,no
18546,no
18582,no
18614,no
18622,no
18633,no
18640,no
18683,no
18687,no
18689,no
18692,no
18706,no
18726,no
18727,no
18743,no
18754,no
18771,no
18780,no
18797,no
18802,no
18807,no
18819,no
18834,no
18850,no
18871,no
18877,no
18887,no
18890,no
18895,no
18900,no
18905,no
18918,no
18929,no
18936,no
18943,no
18960,no
18963,no
18977,no
18984,no
18991,no
18993,no
18997,no
19011,no
19015,no
19022,no
19024,no
19054,no
19085,no
19100,no
19128,no
19150,no
19162,no
19165,no
19179,no
19189,no
19214,no
19217,no
19244,no
19247,no
19258,no
19269,no
19280,no
19285,no
19297,no
19298,no
19299,no
19323,no
19335,no
19350,no
19363,no
19364,no
19381,no
19402,no
19415,no
19448,no
19461,no
19468,no
19481,no
19485,no
19496,no
19519,no
19529,no
19541,no
19543,no
19549,no
19563,no
19569,no
19572,no
19579,no
19594,no
19606,no
19613,no
19615,no
19639,no
19652,no
19661,no
19678,no
19694,no
19697,no
19725,no
19729,no
19745,no
19752,no
19755,no
19771,no
19787,no
19789,no
19796,no
19812,no
19820,no
19828,no
19838,no
19850,no
19864,no
19890,no
19891,no
19896,no
19909,no
19917,no
19925,no
19941,no
19962,no
19977,no
19978,no
19983,no
19995,no
20000,no
20005,no
20021,no
20026,no
20048,no
20049,no
20061,no
20064,no
20066,no
20080,no
20084,no
20101,no
20102,no
20109,no
20126,no
20129,no
20135,no
20150,no
20161,no
20173,no
20175,no
20178,no
20188,no
20192,no
20195,no
20201,no
20202,no
20225,no
20239,no
20250,no
20260,no
20262,no
20266,no
20272,no
20280,no
20283,no
20291,no
20295,no
20296,no
20310,no
20313,no
20322,no
20331,no
20346,no
20361,no
20378,no
20393,no
20408,no
20418,no
20424,no
20434,no
20445,no
20450,no
20458,no
20478,no
20487,no
20497,no
20501,no
20506,no
20507,no
20515,no
20526,no
20549,no
20564,no
20586,no
20590,no
20599,no
20621,no
20626,no
20628,no
20639,no
20648,no
20663,no
20672,no
20676,no
20688,no
20693,no
20701,no
20703,no
20720,no
20728,no
20732,no
20733,no
20741,no
20757,no
20772,no
20799,no
20830,no
20833,no
20846,no
20863,no
20880,no
20889,no
20890,no
20900,no
20914,no
20924,no
20931,no
20932,no
20946,no
20956,no
20962,no
20983,no
20997,no
21014,no
21036,no
21049,no
21061,no
21079,no
21095,no
21104,no
21126,no
21149,no
21159,no
21175,no
21185,no
21201,no
21218,no
21230,no
21234,no
21250,no
21291,no
21307,no
21322,no
21338,no
21343,no
21353,no
21368,no
21376,no
21382,no
21403,no
21410,no
21420,no
21432,no
21448,no
21465,no
21475,no
21489,no
21491,no
21523,no
21539,no
21556,no
21566,no
21581,no
21588,no
21603,no
21614,no
21638,no
21664,no
21669,no
21674,no
21688,no
21735,no
21751,no
21755,no
21762,no
21770,no
21793,no
21803,no
21808,no
21825,no
21828,no
21849,no
21852,no
21864,no
21877,no
21888,no
21894,no
21898,no
21908,no
21923,no
21939,no
21960,no
21974,no
21978,no
21983,no
22000,no
22002,no
22018,no
22022,no
22023,no
22036,no
22037,no
22054,no
22062,no
22072,no
22077,no
22086,no
22100,no
22115,no
22138,no
22144,no
22153,no
22162,no
22164,no
22186,no
22187,no
22188,no
22191,no
22193,no
22200,no
22204,no
22214,no
22218,no
22244,no
22252,no
22263,no
22285,no
22296,no
22299,no
22302,no
22314,no
22330,no
22346,no
22358,no
22360,no
22371,no
22378,no
22392,no
22398,no
22412,no
22418,no
22421,no
22438,no
22453,no
22455,no
22468,no
22471,no
22475,no
22483,no
22497,no
22502,no
22519,no
22533,no
22538,no
22545,no
22560,no
22571,no
22577,no
22587,no
22601,no
22606,no
22610,no
22623,no
22639,no
22650,no
22654,no
22678,no
22688,no
22698,no
22707,no
22720,no
22723,no
22734,no
22750,no
22793,no
22797,no
22807,no
22816,no
22843,no
22854,no
22859,no
22868,no
22871,no
22888,no
22917,no
22929,no
22942,no
22969,no
23000,no
23005,no
23007,no
23020,no
23028,no
23035,no
23052,no
23055,no
23069,no
23070,no
23077,no
23083,no
23097,no
23099,no
23113,no
23122,no
23129,no
23138,no
23145,no
23160,no
23173,no
23177,no
23190,no
23194,no
23217,no
23238,no
23241,no
23244,no
23275,no
23281,no
23292,no
23302,no
23308,no
23311,no
23340,no
23343,no
23349,no
23360,no
23377,no
23390,no
23405,no
23413,no
23420,no
23436,no
23458,no
23470,no
23486,no
23489,no
23506,no
23521,no
23533,no
23543,no
23556,no
23571,no
23585,no
23607,no
23625,no
23641,no
23649,no
23656,no
23664,no
23676,no
23681,no
23700,no
23747,no
23760,no
23775,no
23777,no
23788,no
23789,no
23806,no
23813,no
23843,no
23853,no
23876,no
23880,no
23886,no
23901,no
23907,no
23932,no
23959,no
23971,no
23977,no
23994,no
24011,no
24024,no
24053,no
24056,no
24069,no
24078,no
24096,no
24104,no
24116,no
24127,no
24137,no
24150,no
24152,no
24161,no
24195,no
24217,no
24227,no
24245,no
24253,no
24262,no
24275,no
24290,no
24294,no
24295,no
24308,no
24312,no
24324,no
24334,no
24351,no
24360,no
24372,no
24388,no
24404,no
24410,no
24416,no
24418,no
24432,no
24443,no
24445,no
24457,no
24480,no
24494,no
24505,no
24521,no
24528,no
24544,no
24546,no
24549,no
24554,no
24556,no
24578,no
24590,no
24595,no
24609,no
24624,no
24630,no
24645,no
24659,no
24669,no
24682,no
24698,no
24711,no
24717,no
24724,no
24758,no
24792,no
24805,no
24814,no
24834,no
24842,no
24845,no
24849,no
24865,no
24874,no
24877,no
24881,no
24882,no
24891,no
24903,no
24909,no
24912,no
24958,no
24965,no
24984,no
25004,no
25012,no
25030,no
25044,no
25095,no
25109,no
25119,no
25129,no
25135,no
25173,no
25189,no
25202,no
25211,no
25212,no
25225,no
25226,no
25237,no
25262,no
25268,no
25273,no
25287,no
25304,no
25312,no
25314,no
25322,no
25339,no
25354,no
25364,no
25378,no
25393,no
25404,no
25415,no
25437,no
25442,no
25455,no
25470,no
25486,no
25490,no
25499,no
25510,no
25525,no
25549,no
25558,no
25573,no
25575,no
25591,no
25601,no
25613,no
25630,no
25641,no
25644,no
25652,no
25694,no
25705,no
25719,no
25736,no
25753,no
25765,no
25766,no
25785,no
25800,no
25806,no
25815,no
25842,no
25852,no
25866,no
25875,no
25885,no
25897,no
25904,no
25905,no
25910,no
25911,no
25928,no
25939,no
25946,no
25969,no
25985,no
26001,no
26014,no
26029,no
26050,no
26065,no
26067,no
26079,no
26088,no
26109,no
26121,no
26134,no
26141,no
26157,no
26164,no
26172,no
26184,no
26194,no
26203,no
26211,no
26221,no
26230,no
26244,no
26253,no
26263,no
26264,no
26281,no
26306,no
26320,no
26336,no
26343,no
26353,no
26367,no
26378,no
26388,no
26389,no
26416,no
26422,no
26438,no
26462,no
26471,no
26483,no
26493,no
26495,no
26507,no
26531,no
26534,no
26551,no
26568,no
26576,no
26599,no
26610,no
26623,no
26627,no
26634,no
26637,no
26643,no
26649,no
26675,no
26684,no
26695,no
26701,no
26744,no
26747,no
26755,no
26765,no
26776,no
26792,no
26813,no
26819,no
26829,no
26835,no
26840,no
26845,no
26860,no
26865,no
26877,no
26882,no
26892,no
26915,no
26923,no
26940,no
26947,no
26977,no
26986,no
27001,no
27003,no
27037,no
27045,no
27059,no
27063,no
27074,no
27075,no
27077,no
27090,no
27098,no
27109,no
27115,no
27124,no
27126,no
27137,no
27147,no
27173,no
27178,no
27181,no
27185,no
27193,no
27197,no
27207,no
27212,no
27225,no
27226,no
27241,no
27255,no
27260,no
27273,no
27297,no
27308,no
27323,no
27335,no
27342,no
27354,no
27381,no
27382,no
27391,no
27403,no
27409,no
27423,no
27425,no
27441,no
27458,no
27461,no
27464,no
27479,no
27494,no
27501,no
27503,no
27504,no
27519,no
27533,no
27542,no
27559,no
27567,no
27573,no
27588,no
27604,no
27614,no
27615,no
27639,no
27649,no
27663,no
27667,no
27675,no
27681,no
27694,no
27725,no
27760,no
27791,no
27806,no
27812,no
27817,no
27826,no
27843,no
27868,no
27871,no
27913,no
27936,no
27961,no
27966,no
27974,no
27992,no
28008,no
28023,no
28027,no
28044,no
28053,no
28070,no
28095,no
28103,no
28108,no
28125,no
28128,no
28151,no
28162,no
28184,no
28200,no
28220,no
28236,no
28240,no
28253,no
28270,no
28278,no
28283,no
28292,no
28297,no
28312,no
28319,no
28335,no
28359,no
28373,no
28384,no
28397,no
28412,no
28415,no
28423,no
28437,no
28443,no
28460,no
28474,no
28491,no
28493,no
28504,no
28505,no
28514,no
28519,no
28525,no
28544,no
28545,no
28559,no
28568,no
28575,no
28582,no
28596,no
28608,no
28637,no
28650,no
28674,no
28686,no
28690,no
28718,no
28748,no
28763,no
28775,no
28781,no
28792,no
28806,no
28820,no
28825,no
28839,no
28859,no
28862,no
28867,no
28886,no
28903,no
28919,no
28927,no
28941,no
28949,no
28950,no
28960,no
28991,no
28999,no
29019,no
29039,no
29071,no
29081,no
29091,no
29093,no
29112,no
29123,no
29130,no
29134,no
29151,no
29153,no
29165,no
29172,no
29189,no
29199,no
29206,no
29214,no
29223,no
29234,no
29258,no
29270,no
29284,no
29290,no
29305,no
29316,no
29329,no
29343,no
29382,no
29450,no
29463,no
29468,no
29479,no
29495,no
29498,no
29515,no
29523,no
29529,no
29535,no
29548,no
29563,no
29568,no
29602,no
29616,no
29622,no
29650,no
29653,no
29664,no
29675,no
29688,no
29689,no
29732,no
29735,no
29764,no
29774,no
29786,no
29801,no
29807,no
29823,no
29841,no
29876,no
29885,no
29897,no
29914,no
29925,no
29938,no
29955,no
29967,no
30004,no
30014,no
30035,no
30052,no
30093,no
30106,no
30112,no
30113,no
30117,no
30138,no
30154,no
30160,no
30175,no
30179,no
30187,no
30203,no
30211,no
30213,no
30214,no
30228,no
30238,no
30253,no
30263,no
30288,no
30299,no
30314,no
30320,no
30351,no
30357,no
30373,no
30400,no
30413,no
30418,no
30447,no
30457,no
30466,no
30471,no
30473,no
30476,no
30490,no
30504,no
30515,no
30516,no
30530,no
30565,no
30566,no
30568,no
30584,no
30585,no
30598,no
30643,no
30652,no
30678,no
30682,no
30693,no
30718,no
30719,no
30748,no
30772,no
30787,no
30802,no
30805,no
30809,no
30827,no
30854,no
30865,no
30868,no
30882,no
30895,no
30905,no
30920,no
30933,no
30947,no
30961,no
30975,no
31008,no
31018,no
31027,no
31029,no
31042,no
31050,no
31067,no
31074,no
31088,no
31100,no
31108,no
31114,no
31131,no
31141,no
31148,no
31167,no
31195,no
31197,no
31215,no
31224,no
31231,no
31262,no
31277,no
31286,no
31295,no
31296,no
31298,no
31301,no
31310,no
31320,no
31323,no
31339,no
31342,no
31353,no
31356,no
31371,no
31384,no
31393,no
31400,no
31417,no
31452,no
31475,no
31476,no
31483,no
31500,no
31503,no
31512,no
31521,no
31547,no
31555,no
31571,no
31574,no
31594,no
31598,no
31615,no
31619,no
31620,no
31632,no
31634,no
31651,no
31675,no
31677,no
31682,no
31694,no
31709,no
31712,no
31726,no
31730,no
31737,no
31753,no
31762,no
31768,no
31789,no
31790,no
31813,no
31818,no
31827,no
31835,no
31852,no
31862,no
31886,no
31895,no
31912,no
31923,no
31937,no
31946,no
32033,no
32036,no
32048,no
32069,no
32081,no
32097,no
32107,no
32116,no
32145,no
32156,no
32187,no
32194,no
32196,no
32210,no
32214,no
32230,no
32242,no
32258,no
32270,no
32329,no
32336,no
32366,no
32379,no
32402,no
32413,no
32422,no
32461,no
32465,no
32482,no
32497,no
32534,no
32541,no
32554,no
32556,no
32570,no
32586,no
32587,no
32603,no
32612,no
32640,no
32648,no
32666,no
32681,no
32688,no
32695,no
32704,no
32711,no
32715,no
32720,no
32730,no
32744,no
32745,no
32750,no
32758,no
32769,no
32771,no
32783,no
32788,no
32791,no
32807,no
32815,no
32831,no
32844,no
32847,no
32848,no
32854,no
32867,no
32876,no
32882,no
32887,no
32899,no
32902,no
32913,no
32936,no
32951,no
32952,no
32959,no
32977,no
32985,no
32991,no
32995,no
33005,no
33020,no
33021,no
33044,no
33058,no
33102,no
33116,no
33144,no
33149,no
33161,no
33166,no
33174,no
33189,no
33196,no
33204,no
33216,no
33217,no
33220,no
33229,no
33242,no
33255,no
33274,no
33281,no
33286,no
33307,no
33323,no
33339,no
33346,no
33351,no
33354,no
33370,no
33387,no
33400,no
33413,no
33426,no
33435,no
33447,no
33454,no
33468,no
33479,no
33528,no
33533,no
33542,no
33557,no
33558,no
33563,no
33578,no
33593,no
33607,no
33628,no
33639,no
33656,no
33659,no
33668,no
33684,no
33710,no
33725,no
33737,no
33778,no
33785,no
33795,no
33811,no
33813,no
33817,no
33822,no
33839,no
33853,no
33860,no
33865,no
33871,no
33881,no
33897,no
33910,no
33923,no
33939,no
33963,no
33986,no
33991,no
34012,no
34034,no
34036,no
34043,no
34053,no
34074,no
34084,no
34090,no
34098,no
34114,no
34122,no
34124,no
34125,no
34138,no
34148,no
34164,no
34166,no
34172,no
34198,no
34210,no
34218,no
34235,no
34243,no
34244,no
34252,no
34286,no
34296,no
34327,no
34335,no
34337,no
34343,no
34359,no
34391,no
34419,no
34427,no
34442,no
34487,no
34519,no
34521,no
34524,no
34531,no
34559,no
34583,no
34593,no
34603,no
34635,no
34645,no
34649,no
34660,no
34671,no
34688,no
34702,no
34715,no
34719,no
34726,no
34741,no
34757,no
34766,no
34782,no
34798,no
34802,no
34817,no
34826,no
34832,no
34838,no
34840,no
34856,no
34888,no
34893,no
34910,no
34913,no
34927,no
34936,no
34974,no
34976,no
34983,no
35013,no
35020,no
35031,no
35032,no
35056,no
35071,no
35082,no
35090,no
35107,no
35114,no
35138,no
35146,no
35151,no
35163,no
35176,no
35178,no
35206,no
35217,no
35222,no
35238,no
35255,no
35272,no
35284,no
35293,no
35303,no
35310,no
35337,no
35368,no
35382,no
35385,no
35409,no
35419,no
35432,no
35441,no
35449,no
35461,no
35463,no
35480,no
35501,no
35517,no
35524,no
35528,no
35547,no
35559,no
35590,no
35605,no
35616,no
35639,no
35653,no
35673,no
35676,no
35696,no
35707,no
35718,no
35744,no
35754,no
35760,no
35773,no
35780,no
35790,no
35835,no
35852,no
35863,no
35872,no
35874,no
35882,no
35887,no
35905,no
35906,no
35910,no
35913,no
35923,no
35926,no
35949,no
35956,no
35965,no
35968,no
35971,no
35993,no
36027,no
36028,no
36042,no
36066,no
36078,no
36101,no
36117,no
36125,no
36127,no
36140,no
36148,no
36162,no
36176,no
36193,no
36216,no
36232,no
36239,no
36243,no
36256,no
36285,no
36297,no
36305,no
36306,no
36315,no
36328,no
36332,no
36353,no
36363,no
36365,no
36380,no
36396,no
36406,no
36413,no
36414,no
36429,no
36438,no
36449,no
36457,no
36476,no
36506,no
36515,no
36522,no
36534,no
36540,no
36541,no
36554,no
36576,no
36582,no
36594,no
36606,no
36632,no
36634,no
36644,no
36655,no
36656,no
36662,no
36687,no
36699,no
36744,no
36754,no
36758,no
36770,no
36786,no
36811,no
36822,no
36837,no
36845,no
36861,no
36886,no
36889,no
36890,no
36913,no
36920,no
36936,no
36940,no
36948,no
36955,no
36962,no
36979,no
37001,no
37046,no
37049,no
37051,no
37053,no
37087,no
37108,no
37121,no
37135,no
37157,no
37163,no
37175,no
37192,no
37208,no
37225,no
37233,no
37244,no
37246,no
37252,no
37263,no
37270,no
37278,no
37280,no
37288,no
37305,no
37315,no
37365,no
37381,no
37389,no
37405,no
37420,no
37427,no
37441,no
37447,no
37457,no
37470,no
37473,no
37489,no
37514,no
37515,no
37526,no
37540,no
37547,no
37550,no
37552,no
37559,no
37562,no
37573,no
37583,no
37594,no
37600,no
37609,no
37624,no
37625,no
37633,no
37648,no
37653,no
37680,no
37681,no
37692,no
37708,no
37713,no
37731,no
37736,no
37748,no
37774,no
37779,no
37792,no
37803,no
37808,no
37809,no
37834,no
37848,no
37853,no
37856,no
37859,no
37868,no
37893,no
37909,no
37940,no
37942,no
37954,no
37969,no
37979,no
38001,no
38007,no
38020,no
38037,no
38054,no
38066,no
38083,no
38110,no
38120,no
38122,no
38142,no
38158,no
38181,no
38193,no
38200,no
38207,no
38220,no
38232,no
38233,no
38239,no
38261,no
38274,no
38279,no
38292,no
38294,no
38301,no
38321,no
38337,no
38349,no
38358,no
38375,no
38376,no
38393,no
38402,no
38417,no
38422,no
38450,no
38466,no
38491,no
38499,no
38515,no
38527,no
38544,no
38550,no
38557,no
38568,no
38583,no
38603,no
38659,no
38685,no
38688,no
38694,no
38711,no
38722,no
38729,no
38731,no
38742,no
38748,no
38770,no
38771,no
38776,no
38785,no
38793,no
38803,no
38818,no
38833,no
38850,no
38852,no
38866,no
38875,no
38889,no
38897,no
38907,no
38921,no
38926,no
38928,no
38957,no
38985,no
38987,no
38991,no
39004,no
39009,no
39026,no
39034,no
39040,no
39050,no
39070,no
39082,no
39099,no
39116,no
39145,no
39162,no
39167,no
39191,no
39235,no
39255,no
39256,no
39268,no
39280,no
39282,no
39295,no
39327,no
39338,no
39344,no
39352,no
39364,no
39368,no
39385,no
39405,no
39425,no
39426,no
39431,no
39435,no
39453,no
39465,no
39468,no
39470,no
39476,no
39487,no
39497,no
39512,no
39522,no
39534,no
39540,no
39549,no
39600,no
39614,no
39622,no
39633,no
39641,no
39681,no
39698,no
39704,no
39711,no
39722,no
39735,no
39752,no
39776,no
39817,no
39829,no
39844,no
39847,no
39915,no
39931,no
39951,no
39952,no
39953,no
39959,no
39964,no
39977,no
39983,no
39985,no
40000,no
40004,no
40014,no
40029,no
40039,no
40042,no
40057,no
40060,no
40073,no
40079,no
40096,no
40097,no
