last_evaluation_satisfaction_score,number_projects,average_montly_hours,time_spent_at_company,salary,IT,accounting,customer_support,hr,management,marketing,product_mng,product_support,rd,research,sales,support,technical,current_satisfaction_score
67,3,178,3,69000,1,0,0,0,0,0,0,0,0,0,0,0,0,80
77,3,202,3,70000,0,0,0,0,0,0,0,0,0,0,1,0,0,60
61,4,145,4,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,67
65,4,221,3,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
54,4,247,3,132000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
59,4,155,3,146000,0,0,0,0,0,0,0,0,0,0,0,1,0,74
64,4,210,3,106000,0,0,0,0,1,0,0,0,0,0,0,0,0,83
89,4,213,3,116000,0,0,0,0,1,0,0,0,0,0,0,0,0,88
75,4,224,3,135000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
73,4,226,3,105000,0,0,0,0,0,0,0,0,0,0,1,0,0,79
61,4,151,4,145000,0,0,0,0,0,0,0,0,0,0,0,1,0,54
80,4,256,4,125000,0,0,0,0,1,0,0,0,0,0,0,0,0,63
79,3,200,4,111000,0,0,0,1,0,0,0,0,0,0,0,0,0,77
51,3,234,3,73000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
90,3,193,3,110000,1,0,0,0,0,0,0,0,0,0,0,0,0,72
90,3,151,3,127000,0,0,0,0,0,0,0,0,0,0,1,0,0,58
85,3,253,3,134000,0,0,0,0,0,0,0,0,0,0,1,0,0,90
58,3,140,3,137000,0,1,0,0,0,0,0,0,0,0,0,0,0,84
60,3,265,4,60000,0,0,0,0,0,0,0,0,0,0,1,0,0,64
75,4,266,3,108000,0,0,0,0,0,1,0,0,0,0,0,0,0,52
63,3,156,3,121000,0,0,0,0,0,0,0,0,0,0,1,0,0,43
74,4,157,4,65000,0,1,0,0,0,0,0,0,0,0,0,0,0,64
82,4,198,4,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
61,4,223,3,136000,0,0,0,0,0,1,0,0,0,0,0,0,0,77
58,4,258,3,137000,0,0,0,0,0,0,0,0,0,0,1,0,0,56
94,4,175,3,100000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
74,3,193,3,129000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
93,3,204,4,73000,0,0,0,0,0,1,0,0,0,0,0,0,0,74
52,3,260,3,74000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
54,4,211,3,111000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
67,4,233,3,141000,0,0,0,0,0,0,0,0,0,0,1,0,0,90
77,4,239,3,118000,0,0,0,0,0,0,0,0,0,0,1,0,0,81
75,4,235,3,136000,0,0,0,0,0,0,0,0,1,0,0,0,0,66
71,3,150,3,141000,0,0,0,0,0,0,0,0,0,0,0,1,0,82
59,3,145,3,137000,0,0,0,1,0,0,0,0,0,0,0,0,0,66
71,3,160,3,135000,1,0,0,0,0,0,0,0,0,0,0,0,0,82
90,3,263,3,134000,1,0,0,0,0,0,0,0,0,0,0,0,0,61
56,4,260,3,117000,0,0,0,0,0,0,0,0,0,0,1,0,0,54
73,4,182,3,130000,1,0,0,0,0,0,0,0,0,0,0,0,0,70
77,4,194,3,129000,0,1,0,0,0,0,0,0,0,0,0,0,0,80
51,4,213,3,136000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
82,3,145,3,136000,0,0,0,0,0,0,0,0,0,0,0,1,0,91
81,3,174,3,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,66
68,3,202,3,66000,0,0,0,0,0,0,0,0,0,0,0,0,1,66
60,3,186,3,112000,0,0,0,0,0,0,0,0,0,0,0,1,0,84
68,3,257,3,74000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
80,4,158,4,121000,0,0,0,0,0,1,0,0,0,0,0,0,0,83
66,4,252,3,127000,0,0,0,0,0,0,0,0,0,0,0,0,1,89
84,4,184,3,126000,0,0,0,0,0,0,0,0,0,0,1,0,0,70
69,3,144,3,141000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
53,3,141,3,60000,0,0,0,0,0,0,0,0,0,0,1,0,0,62
59,4,218,3,68000,0,0,0,0,0,0,0,0,0,0,1,0,0,25
82,3,178,3,61000,0,0,0,0,0,0,0,0,0,0,0,1,0,80
68,3,150,3,69000,0,0,0,0,0,0,0,0,0,0,0,1,0,70
86,3,196,4,60000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
90,4,232,3,63000,0,0,0,0,0,0,0,0,1,0,0,0,0,82
67,3,244,3,69000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
53,3,211,4,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,48
73,4,146,3,62000,0,0,0,0,0,0,0,0,0,0,0,1,0,40
63,4,148,3,72000,0,0,0,0,0,0,0,0,1,0,0,0,0,68
64,3,203,4,127000,1,0,0,0,0,0,0,0,0,0,0,0,0,54
62,4,210,4,116000,0,0,0,0,0,0,0,0,0,0,0,0,1,73
56,4,190,3,67000,0,1,0,0,0,0,0,0,0,0,0,0,0,74
87,4,184,4,100000,0,0,0,0,0,0,0,0,0,0,0,1,0,72
77,3,166,3,134000,1,0,0,0,0,0,0,0,0,0,0,0,0,50
94,4,216,4,120000,0,0,0,0,0,0,0,0,0,0,1,0,0,79
91,4,253,3,57000,1,0,0,0,0,0,0,0,0,0,0,0,0,86
89,4,139,3,129000,0,0,0,0,0,0,1,0,0,0,0,0,0,66
94,4,202,3,72000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
59,3,173,3,62000,1,0,0,0,0,0,0,0,0,0,0,0,0,59
63,4,156,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,78
79,4,241,4,144000,1,0,0,0,0,0,0,0,0,0,0,0,0,65
76,4,202,3,66000,0,0,0,0,1,0,0,0,0,0,0,0,0,49
73,3,159,3,118000,0,0,0,0,0,0,0,0,0,0,0,0,1,59
90,4,156,4,141000,0,0,0,1,0,0,0,0,0,0,0,0,0,74
61,3,251,3,122000,0,0,0,0,0,0,0,0,0,0,0,1,0,48
55,3,177,3,66000,0,1,0,0,0,0,0,0,0,0,0,0,0,60
72,3,182,3,135000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
72,3,148,4,142000,0,1,0,0,0,0,0,0,0,0,0,0,0,54
55,3,233,3,111000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
52,3,224,3,72000,0,0,0,1,0,0,0,0,0,0,0,0,0,61
56,3,198,3,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,71
92,3,199,3,109000,0,0,0,0,1,0,0,0,0,0,0,0,0,73
88,4,173,3,124000,0,0,0,0,1,0,0,0,0,0,0,0,0,65
83,4,235,3,73000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
66,3,186,3,109000,0,0,0,0,0,0,0,0,0,0,1,0,0,59
51,4,141,3,119000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
87,3,155,3,131000,0,0,0,0,0,0,0,0,0,0,0,0,1,74
56,3,159,3,126000,0,0,0,1,0,0,0,0,0,0,0,0,0,85
91,3,151,3,101000,0,0,0,0,0,0,1,0,0,0,0,0,0,54
72,3,149,3,141000,0,0,0,0,0,1,0,0,0,0,0,0,0,62
53,3,215,3,65000,0,0,0,0,0,1,0,0,0,0,0,0,0,90
69,3,155,3,123000,0,0,0,0,0,1,0,0,0,0,0,0,0,34
61,3,243,3,127000,1,0,0,0,0,0,0,0,0,0,0,0,0,57
93,3,225,4,58000,0,0,0,0,0,0,1,0,0,0,0,0,0,80
85,3,244,3,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,91
72,4,258,3,144000,0,0,0,0,0,0,0,0,0,0,0,0,1,78
53,3,147,3,70000,0,0,0,0,0,0,0,0,0,0,0,0,1,82
52,4,190,3,104000,0,0,0,0,0,0,0,0,0,0,1,0,0,60
57,4,231,4,108000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
93,3,209,3,127000,0,0,0,0,0,0,1,0,0,0,0,0,0,90
62,4,258,3,134000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
61,3,260,3,66000,1,0,0,0,0,0,0,0,0,0,0,0,0,66
66,3,163,3,112000,0,0,0,0,0,0,0,0,0,0,1,0,0,49
63,3,241,3,119000,0,0,0,0,0,1,0,0,0,0,0,0,0,67
82,3,265,3,102000,0,0,0,0,0,0,1,0,0,0,0,0,0,88
65,3,156,4,115000,0,0,0,0,0,0,1,0,0,0,0,0,0,77
51,4,189,3,74000,0,0,0,0,0,0,0,0,0,0,0,1,0,51
74,3,209,3,145000,0,1,0,0,0,0,0,0,0,0,0,0,0,87
78,4,159,3,64000,0,0,0,0,0,0,0,0,0,0,0,1,0,81
56,4,227,3,64000,0,0,0,0,0,0,0,0,0,0,1,0,0,54
68,4,225,3,67000,0,0,0,0,0,0,0,0,0,0,0,0,1,69
70,4,243,3,61000,0,0,0,0,0,0,0,0,1,0,0,0,0,61
90,4,163,3,73000,0,0,0,0,0,0,0,0,0,0,0,0,1,77
79,4,139,3,67000,0,0,0,0,0,0,0,0,0,0,1,0,0,64
63,3,148,4,109000,0,0,0,0,0,0,0,0,0,0,0,0,1,75
53,3,188,3,59000,0,0,0,0,0,0,0,0,0,0,0,0,1,88
80,3,162,3,100000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
88,3,158,3,110000,0,1,0,0,0,0,0,0,0,0,0,0,0,71
84,3,239,3,71000,0,0,0,0,0,0,0,0,0,0,0,0,1,74
79,3,247,3,74000,0,0,0,0,0,0,0,0,0,0,1,0,0,76
59,3,174,3,61000,0,1,0,0,0,0,0,0,0,0,0,0,0,64
79,3,157,4,115000,0,0,0,0,0,0,0,0,0,0,0,1,0,85
56,3,203,3,61000,0,0,0,0,0,0,0,0,0,0,1,0,0,74
54,4,172,4,121000,0,0,0,0,0,0,0,0,0,0,1,0,0,90
89,4,173,4,74000,0,0,0,0,0,0,0,0,0,0,0,1,0,66
80,3,156,3,129000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
74,3,193,3,116000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
75,3,255,4,117000,0,0,0,0,0,0,0,0,0,0,1,0,0,32
75,3,240,3,116000,0,0,0,0,0,0,0,0,0,0,0,1,0,54
62,4,186,3,66000,0,0,0,0,0,0,1,0,0,0,0,0,0,86
79,4,145,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,75
66,3,257,3,74000,0,0,0,0,0,0,0,0,0,0,0,1,0,74
64,4,192,3,71000,0,0,0,0,0,0,0,0,0,0,0,1,0,77
89,4,246,3,107000,0,0,0,0,0,0,0,0,0,0,0,0,1,63
76,4,257,3,106000,0,0,0,0,0,0,0,0,0,0,0,1,0,55
77,3,185,3,138000,0,0,0,0,0,0,0,0,0,0,0,1,0,54
63,4,213,3,145000,0,0,0,0,0,0,0,0,0,0,0,1,0,49
70,3,149,3,67000,0,0,0,0,0,0,0,0,0,0,0,1,0,67
71,3,231,4,140000,0,0,0,0,0,0,0,0,0,0,0,0,1,64
83,4,259,3,60000,0,0,0,0,0,0,0,0,0,0,0,0,1,81
62,3,218,3,144000,0,1,0,0,0,0,0,0,0,0,0,0,0,73
85,3,166,3,110000,0,0,0,0,0,0,0,0,0,0,0,1,0,89
64,4,188,3,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,85
74,3,234,3,124000,0,0,0,0,0,0,0,0,0,0,1,0,0,84
86,3,199,3,124000,1,0,0,0,0,0,0,0,0,0,0,0,0,84
74,3,228,3,108000,0,0,0,0,0,0,0,0,0,0,0,0,1,80
60,4,140,3,124000,0,0,0,0,0,1,0,0,0,0,0,0,0,51
59,4,179,3,64000,0,0,0,0,0,0,0,0,0,0,0,0,1,66
90,4,153,3,58000,0,0,0,0,0,0,0,0,0,0,0,1,0,89
62,3,144,3,57000,0,0,0,0,1,0,0,0,0,0,0,0,0,66
56,4,176,3,120000,0,0,0,1,0,0,0,0,0,0,0,0,0,61
68,3,162,4,57000,0,0,0,0,0,0,0,0,0,0,0,0,1,52
62,4,190,3,136000,0,0,0,0,0,0,0,0,1,0,0,0,0,76
69,3,172,3,56000,0,0,0,0,0,0,0,0,0,0,1,0,0,71
60,4,147,3,61000,0,0,0,0,0,0,0,0,0,0,0,1,0,60
81,4,148,4,63000,0,0,0,0,0,0,1,0,0,0,0,0,0,66
85,3,248,3,121000,0,0,0,0,0,0,0,0,0,0,1,0,0,91
74,4,155,3,137000,0,0,0,1,0,0,0,0,0,0,0,0,0,62
81,4,188,3,72000,0,0,0,0,0,1,0,0,0,0,0,0,0,56
84,4,237,3,144000,0,0,0,0,0,0,0,0,0,0,1,0,0,87
89,4,146,3,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,64
87,4,181,3,108000,1,0,0,0,0,0,0,0,0,0,0,0,0,58
76,4,140,3,65000,0,0,0,0,0,0,0,0,0,0,0,1,0,51
70,4,168,3,118000,0,1,0,0,0,0,0,0,0,0,0,0,0,49
57,4,145,3,144000,0,0,0,0,0,1,0,0,0,0,0,0,0,91
55,4,200,3,57000,0,0,0,0,0,0,0,0,1,0,0,0,0,63
80,4,200,4,74000,0,0,0,0,0,0,1,0,0,0,0,0,0,74
86,3,173,3,60000,0,0,0,0,0,1,0,0,0,0,0,0,0,86
77,4,197,3,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,81
71,4,221,3,72000,0,0,0,0,0,0,0,0,0,0,0,0,1,71
88,4,213,3,119000,0,0,0,0,0,0,0,0,0,0,0,0,1,22
92,4,258,3,65000,0,0,0,0,0,0,0,0,0,0,0,0,1,74
50,3,139,3,106000,0,0,0,0,0,0,0,0,0,0,0,0,1,68
61,3,171,3,112000,0,0,0,0,0,0,0,0,0,0,0,1,0,62
50,4,252,3,144000,0,0,0,1,0,0,0,0,0,0,0,0,0,79
68,3,158,3,59000,0,0,0,0,0,0,0,0,0,0,1,0,0,54
51,4,152,3,73000,0,0,0,0,0,0,0,0,0,0,0,0,1,86
55,3,160,3,65000,0,0,0,0,0,0,0,0,0,0,1,0,0,63
74,3,250,3,59000,1,0,0,0,0,0,0,0,0,0,0,0,0,85
69,4,149,3,146000,0,0,0,0,0,1,0,0,0,0,0,0,0,84
69,3,231,4,144000,0,0,0,0,0,0,0,0,0,0,0,1,0,90
69,4,222,4,125000,0,0,0,0,0,0,0,0,0,0,1,0,0,71
72,3,143,4,121000,0,0,0,0,0,0,0,0,0,0,1,0,0,48
75,4,259,3,122000,0,0,0,0,0,0,0,0,0,0,1,0,0,79
68,3,150,3,103000,0,0,0,0,0,0,1,0,0,0,0,0,0,72
50,3,219,3,62000,0,0,0,0,0,0,0,0,0,0,1,0,0,80
76,4,252,4,111000,0,0,0,0,0,0,0,0,0,0,1,0,0,90
65,3,143,4,139000,0,0,0,0,0,0,0,0,0,0,0,1,0,24
74,3,157,3,126000,0,0,0,0,0,0,0,0,0,0,0,0,1,85
73,4,159,3,146000,0,0,0,0,0,0,0,0,0,0,1,0,0,77
70,4,265,4,110000,0,1,0,0,0,0,0,0,0,0,0,0,0,60
66,3,168,3,146000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
78,4,198,3,127000,0,0,0,0,0,0,0,0,0,0,1,0,0,61
74,3,240,3,69000,1,0,0,0,0,0,0,0,0,0,0,0,0,59
63,3,204,3,63000,0,0,0,0,0,1,0,0,0,0,0,0,0,71
93,4,177,3,135000,0,0,0,0,0,0,0,0,0,0,1,0,0,88
54,4,191,4,144000,0,1,0,0,0,0,0,0,0,0,0,0,0,65
76,4,177,3,134000,0,0,0,0,0,0,0,0,0,0,0,1,0,81
70,4,146,4,68000,0,0,0,0,0,0,0,0,0,0,1,0,0,88
59,4,259,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,53
63,4,226,3,71000,1,0,0,0,0,0,0,0,0,0,0,0,0,91
87,3,191,3,116000,0,0,0,0,0,0,0,0,0,0,0,1,0,78
86,3,231,3,137000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
56,3,164,3,142000,0,1,0,0,0,0,0,0,0,0,0,0,0,50
84,3,239,4,115000,0,0,0,0,0,0,0,0,0,0,1,0,0,74
62,4,166,3,67000,0,0,0,0,0,0,0,0,0,0,0,1,0,50
88,3,261,4,143000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
76,3,155,4,71000,0,0,0,0,0,0,1,0,0,0,0,0,0,66
63,3,156,3,123000,0,0,0,0,0,0,0,0,0,0,1,0,0,35
74,3,259,3,58000,0,1,0,0,0,0,0,0,0,0,0,0,0,83
85,4,261,3,66000,0,0,0,0,0,0,0,0,0,0,0,0,1,83
68,3,165,3,134000,0,0,0,0,0,0,1,0,0,0,0,0,0,41
79,4,236,3,134000,0,0,0,0,0,0,0,0,0,0,0,0,1,90
58,4,172,3,139000,0,0,0,0,0,0,0,0,0,0,0,1,0,80
71,3,152,4,121000,0,0,0,0,0,0,0,0,0,0,0,1,0,61
70,4,246,3,66000,0,0,0,0,0,1,0,0,0,0,0,0,0,80
58,4,142,4,132000,0,0,0,0,0,0,0,0,0,0,1,0,0,61
66,3,261,3,127000,0,0,0,0,0,0,1,0,0,0,0,0,0,90
63,4,240,3,61000,0,1,0,0,0,0,0,0,0,0,0,0,0,91
80,4,246,3,59000,0,0,0,0,0,0,0,0,0,0,1,0,0,82
83,3,240,3,136000,0,0,0,0,0,0,1,0,0,0,0,0,0,59
87,3,197,4,134000,0,0,0,0,0,0,0,0,0,0,0,1,0,86
52,4,207,3,138000,1,0,0,0,0,0,0,0,0,0,0,0,0,67
69,4,180,3,137000,0,0,0,0,0,0,0,0,1,0,0,0,0,71
81,4,194,3,71000,0,0,0,0,0,0,0,0,1,0,0,0,0,80
53,3,156,3,63000,0,0,0,0,1,0,0,0,0,0,0,0,0,51
55,3,223,4,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
84,4,196,3,63000,0,0,0,0,0,0,0,0,0,0,1,0,0,77
92,3,243,3,68000,0,0,0,0,0,1,0,0,0,0,0,0,0,51
88,3,224,3,61000,0,0,0,0,0,0,0,0,0,0,0,0,1,72
60,3,182,3,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,85
53,4,206,3,103000,0,0,0,0,0,0,0,0,0,0,0,0,1,84
64,4,192,3,104000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
67,4,182,3,113000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
71,4,209,3,138000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
76,4,198,3,146000,0,0,0,0,0,0,0,0,0,0,0,1,0,50
87,4,179,4,121000,0,0,0,0,0,0,0,0,0,0,0,0,1,32
63,4,209,3,107000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
72,4,221,3,108000,0,1,0,0,0,0,0,0,0,0,0,0,0,57
90,3,138,3,134000,0,0,0,0,0,1,0,0,0,0,0,0,0,71
82,3,183,3,116000,0,0,0,0,0,0,0,0,0,0,0,0,1,91
64,4,192,3,106000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
81,3,186,3,118000,0,0,0,0,0,0,1,0,0,0,0,0,0,89
60,3,180,4,100000,0,0,0,0,0,0,0,0,0,0,0,0,1,55
51,3,156,3,111000,0,0,0,0,0,1,0,0,0,0,0,0,0,61
82,4,252,3,105000,1,0,0,0,0,0,0,0,0,0,0,0,0,69
91,3,240,3,66000,0,0,0,0,0,0,0,0,0,0,1,0,0,50
57,4,200,4,105000,1,0,0,0,0,0,0,0,0,0,0,0,0,31
54,4,160,3,128000,0,0,0,0,0,1,0,0,0,0,0,0,0,84
61,4,147,3,131000,0,1,0,0,0,0,0,0,0,0,0,0,0,68
93,3,185,4,125000,0,1,0,0,0,0,0,0,0,0,0,0,0,70
52,3,152,4,68000,0,0,0,0,0,0,0,0,0,0,0,0,1,87
58,3,251,3,135000,0,0,0,0,0,0,0,0,0,0,0,0,1,57
72,3,204,4,70000,0,0,0,0,0,0,0,0,0,0,1,0,0,40
76,4,144,3,62000,0,1,0,0,0,0,0,0,0,0,0,0,0,72
87,4,209,3,70000,0,0,0,0,0,0,1,0,0,0,0,0,0,80
94,4,255,4,121000,0,0,0,0,0,1,0,0,0,0,0,0,0,74
52,3,166,3,74000,0,0,0,0,0,0,0,0,0,0,0,0,1,64
90,3,224,3,61000,0,0,0,0,0,0,0,0,0,0,0,1,0,61
63,4,164,3,71000,0,0,0,1,0,0,0,0,0,0,0,0,0,89
78,4,143,3,113000,0,0,0,0,1,0,0,0,0,0,0,0,0,57
87,4,183,3,70000,0,0,0,0,0,0,0,0,0,0,0,0,1,86
90,3,243,3,144000,0,0,0,0,0,0,0,0,0,0,0,1,0,91
64,3,243,3,138000,0,0,0,0,0,0,0,0,0,0,0,0,1,63
77,4,245,3,142000,0,0,0,0,0,0,1,0,0,0,0,0,0,57
51,3,265,3,58000,0,1,0,0,0,0,0,0,0,0,0,0,0,54
58,3,167,3,138000,0,0,0,0,0,0,0,0,0,0,0,1,0,89
70,3,163,3,117000,0,0,0,0,0,0,0,0,0,0,1,0,0,72
74,4,151,3,129000,0,0,0,0,0,0,1,0,0,0,0,0,0,51
85,3,250,4,67000,0,0,0,0,0,0,0,0,0,0,1,0,0,52
62,4,145,3,71000,0,0,0,0,0,0,0,0,0,0,1,0,0,64
64,4,247,3,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,75
